region_name,year,month,avg_new_positives,vaccination
Abruzzo,2023,6,51.17391304347826,332783.0
Basilicata,2023,6,9.0,148516.0
Calabria,2023,6,50.0,477093.0
Campania,2023,6,90.98305084745763,1403666.0
Emilia-Romagna,2023,6,53.09090909090909,1126725.0
Friuli Venezia Giulia,2023,6,23.53846153846154,299547.0
Lazio,2023,6,175.6504854368932,1528936.0
Liguria,2023,6,34.833333333333336,411884.0
Lombardia,2023,6,125.90217391304348,2563449.0
Marche,2023,6,18.586206896551722,376652.0
Molise,2023,6,2.6,81570.0
Piemonte,2023,6,52.91111111111111,1102436.0
Puglia,2023,6,55.976190476190474,1024414.0
Sardegna,2023,6,49.629629629629626,449092.0
Sicilia,2023,6,86.3529411764706,1214258.0
Toscana,2023,6,65.68571428571428,971969.0
Umbria,2023,6,13.5,225443.0
Valle d'Aosta,2023,6,0.0,31748.0
Veneto,2023,6,99.27777777777777,1227141.0
Abruzzo,2023,7,17.6,332783.0
Calabria,2023,7,21.25,477094.0
Campania,2023,7,41.64705882352941,1403666.0
Emilia-Romagna,2023,7,32.345238095238095,1126725.0
Friuli Venezia Giulia,2023,7,16.235294117647058,299547.0
Lazio,2023,7,94.05357142857143,1528936.0
Liguria,2023,7,20.09090909090909,411885.0
Lombardia,2023,7,76.78461538461538,2563451.0
Marche,2023,7,10.88888888888889,307687.0
Molise,2023,7,0.3333333333333333,81570.0
Piemonte,2023,7,27.386363636363637,1102436.0
Puglia,2023,7,32.31578947368421,1024414.0
Sardegna,2023,7,23.555555555555557,449092.0
Sicilia,2023,7,47.0,1050291.0
Toscana,2023,7,44.486486486486484,971970.0
Umbria,2023,7,8.071428571428571,225443.0
Valle d'Aosta,2023,7,1.0,31748.0
Veneto,2023,7,73.32203389830508,1227142.0
Abruzzo,2023,8,27.0,332783.0
Calabria,2023,8,51.142857142857146,477095.0
Campania,2023,8,111.7,1403666.0
Emilia-Romagna,2023,8,123.25,1126726.0
Friuli Venezia Giulia,2023,8,52.69230769230769,299547.0
Lazio,2023,8,205.33333333333334,1528936.0
Liguria,2023,8,71.35483870967742,411889.0
Lombardia,2023,8,249.1505376344086,2563453.0
Marche,2023,8,49.4,376652.0
Molise,2023,8,4.5,81570.0
Piemonte,2023,8,72.92,1102437.0
Puglia,2023,8,74.9375,1024414.0
Sardegna,2023,8,57.266666666666666,449092.0
Sicilia,2023,8,28.0,1214258.0
Toscana,2023,8,106.70370370370371,971970.0
Umbria,2023,8,18.0,225443.0
Valle d'Aosta,2023,8,1.0,21220.0
Veneto,2023,8,226.93846153846152,1227142.0
Abruzzo,2023,9,99.0,223266.0
Calabria,2023,9,139.0,477096.0
Campania,2023,9,609.0,1403666.0
Emilia-Romagna,2023,9,322.33846153846156,1126728.0
Friuli Venezia Giulia,2023,9,109.9090909090909,299547.0
Lazio,2023,9,550.695652173913,1528936.0
Liguria,2023,9,133.3939393939394,411890.0
Lombardia,2023,9,1059.9416666666666,2563453.0
Marche,2023,9,95.0,376652.0
Molise,2023,9,14.88888888888889,81570.0
Piemonte,2023,9,337.1578947368421,1102437.0
Puglia,2023,9,268.72727272727275,1024414.0
Sardegna,2023,9,91.95238095238095,449092.0
Sicilia,2023,9,20.4,1214258.0
Toscana,2023,9,258.17241379310343,971971.0
Umbria,2023,9,66.0,225443.0
Valle d'Aosta,2023,9,13.0,19663.0
Veneto,2023,9,826.6603773584906,1227144.0
Calabria,2023,10,54.0,477096.0
Campania,2023,10,191.2,1403666.0
Emilia-Romagna,2023,10,337.87719298245617,1126728.0
Friuli Venezia Giulia,2023,10,121.85714285714286,299547.0
Lazio,2023,10,579.1538461538462,1528936.0
Liguria,2023,10,147.0,411890.0
Lombardia,2023,10,1371.0,2563453.0
Marche,2023,10,82.4,376652.0
Piemonte,2023,10,562.1785714285714,1102437.0
Puglia,2023,10,176.625,1024414.0
Sicilia,2023,10,20.0,1214258.0
Toscana,2023,10,283.5,971972.0
Umbria,2023,10,89.0,225443.0
Valle d'Aosta,2023,10,13.967741935483872,31752.0
Veneto,2023,10,989.7368421052631,1227144.0
Campania,2023,11,436.0,1403666.0
Emilia-Romagna,2023,11,355.0163934426229,1126728.0
Friuli Venezia Giulia,2023,11,118.0,299547.0
Liguria,2023,11,159.4,411890.0
Lombardia,2023,11,1772.6666666666667,2563453.0
Marche,2023,11,101.64285714285714,376653.0
Piemonte,2023,11,591.8,1102437.0
Puglia,2023,11,220.83333333333334,1024414.0
Toscana,2023,11,205.0,971972.0
Umbria,2023,11,59.09375,225445.0
Valle d'Aosta,2023,11,11.285714285714286,31752.0
Veneto,2023,11,1058.7857142857142,1227144.0
