year,month,region_name,monthly_new_cases,population,incidence_per_100k
2022,12,Liguria,95016,44737991,212.38
2022,12,Lombardia,443604,305291596,145.31
2022,12,Marche,103432,46364282,223.09
2022,12,Molise,13260,11042634,120.08
2022,12,Piemonte,186664,129675480,143.95
2022,12,Puglia,169884,118693203,143.13
2022,12,Sardegna,56992,50224278,113.48
2022,12,Sicilia,189300,152530757,124.11
2022,12,Toscana,171744,108890011,157.72
2022,12,Umbria,51368,32447328,158.31
2022,12,Valle d'Aosta,4348,7252357,59.95
2022,12,Veneto,419836,150025027,279.84
2023,1,Abruzzo,44388,39317300,112.90
2023,1,Basilicata,9324,19654527,47.44
2023,1,Calabria,46376,93099200,49.81
2023,1,Campania,102096,171217030,59.63
2023,1,Emilia-Romagna,74752,128798955,58.04
2023,1,Friuli Venezia Giulia,25108,40988510,61.26
2023,1,Lazio,136268,176105730,77.38
2023,1,Liguria,20488,45331858,45.20
2023,1,Lombardia,135788,305685110,44.42
2023,1,Marche,29052,45742639,63.51
2023,1,Molise,6644,11047625,60.14
2023,1,Piemonte,44312,127970542,34.63
2023,1,Puglia,92404,120435961,76.72
2023,1,Sardegna,28404,49334888,57.57
2023,1,Sicilia,114256,149926168,76.21
2023,1,Toscana,54768,107646849,50.88
2023,1,Umbria,26044,32203358,80.87
2023,1,Valle d'Aosta,948,7461979,12.70
2023,1,Veneto,141544,147360019,96.05
2023,2,Abruzzo,13796,35512400,38.85
2023,2,Basilicata,1796,17752476,10.12
2023,2,Calabria,11724,84089600,13.94
2023,2,Campania,34676,154647640,22.42
2023,2,Emilia-Romagna,35368,116334540,30.40
2023,2,Friuli Venezia Giulia,9896,37021880,26.73
2023,2,Lazio,82484,159063240,51.86
2023,2,Liguria,8992,40944904,21.96
2023,2,Lombardia,69668,276102680,25.23
2023,2,Marche,9460,41315932,22.90
2023,2,Molise,980,9978500,9.82
2023,2,Piemonte,21424,115586296,18.54
2023,2,Puglia,22500,108780868,20.68
2023,2,Sardegna,12260,44560544,27.51
2023,2,Sicilia,28160,135417184,20.79
2023,2,Toscana,27852,97229412,28.65
2023,2,Umbria,10480,29086904,36.03
2023,2,Valle d'Aosta,548,6739852,8.13
2023,2,Veneto,70164,133099372,52.72
2023,3,Abruzzo,10264,39317300,26.11
2023,3,Basilicata,1480,19654527,7.53
2023,3,Calabria,8480,93099200,9.11
2023,3,Campania,33080,171217030,19.32
2023,3,Emilia-Romagna,29492,128798955,22.90
2023,3,Friuli Venezia Giulia,9492,40988510,23.16
2023,3,Lazio,59904,176105730,34.02
2023,3,Liguria,8856,45331858,19.54
2023,3,Lombardia,76000,305685110,24.86
2023,3,Marche,6224,45742639,13.61
2023,3,Molise,812,11047625,7.35
2023,3,Piemonte,23316,127970542,18.22
2023,3,Puglia,16792,120435961,13.94
2023,3,Sardegna,7136,49334888,14.46
2023,3,Sicilia,17132,149926168,11.43
2023,3,Toscana,22584,107646849,20.98
2023,3,Umbria,8720,32203358,27.08
2023,3,Valle d'Aosta,544,7461979,7.29
2023,3,Veneto,71676,147360019,48.64
2023,4,Abruzzo,14684,38049000,38.59
2023,4,Basilicata,1732,19020510,9.11
2023,4,Calabria,11424,90096000,12.68
2023,4,Campania,39104,165693900,23.60
2023,4,Emilia-Romagna,28536,124644150,22.89
2023,4,Friuli Venezia Giulia,9544,39666300,24.06
2023,4,Lazio,44608,170424900,26.17
2023,4,Liguria,10148,43869540,23.13
2023,4,Lombardia,66744,295824300,22.56
2023,4,Marche,6360,44267070,14.37
2023,4,Molise,2000,10691250,18.71
2023,4,Piemonte,28112,123842460,22.70
2023,4,Puglia,22688,116550930,19.47
2023,4,Sardegna,7596,47743440,15.91
2023,4,Sicilia,13836,145089840,9.54
2023,4,Toscana,22784,104174370,21.87
2023,4,Umbria,8732,31164540,28.02
2023,4,Valle d'Aosta,720,7221270,9.97
2023,4,Veneto,58244,142606470,40.84
2023,5,Abruzzo,14028,39317300,35.68
2023,5,Basilicata,1456,19654527,7.41
2023,5,Calabria,10164,93099200,10.92
2023,5,Campania,28472,171217030,16.63
2023,5,Emilia-Romagna,17732,128798955,13.77
2023,5,Friuli Venezia Giulia,7088,40988510,17.29
2023,5,Lazio,39292,176105730,22.31
2023,5,Liguria,7876,45331858,17.37
2023,5,Lombardia,39168,305685110,12.81
2023,5,Marche,6268,45742639,13.70
2023,5,Molise,1284,11047625,11.62
2023,5,Piemonte,16260,127970542,12.71
2023,5,Puglia,16120,120435961,13.38
2023,5,Sardegna,7036,49334888,14.26
2023,5,Sicilia,9472,149926168,6.32
2023,5,Toscana,18288,107646849,16.99
2023,5,Umbria,7504,32203358,23.30
2023,5,Valle d'Aosta,360,7461979,4.82
2023,5,Veneto,35496,147360019,24.09
2023,6,Abruzzo,5432,38049000,14.28
2023,6,Basilicata,588,19020510,3.09
2023,6,Calabria,5536,90096000,6.14
2023,6,Campania,10028,165693900,6.05
2023,6,Emilia-Romagna,6048,124644150,4.85
2023,6,Friuli Venezia Giulia,2300,39666300,5.80
2023,6,Lazio,20176,170424900,11.84
2023,6,Liguria,3420,43869540,7.80
2023,6,Lombardia,13912,295824300,4.70
2023,6,Marche,2236,44267070,5.05
2023,6,Molise,412,10691250,3.85
2023,6,Piemonte,5624,123842460,4.54
2023,6,Puglia,5688,116550930,4.88
2023,6,Sardegna,5972,47743440,12.51
2023,6,Sicilia,8192,145089840,5.65
2023,6,Toscana,7968,104174370,7.65
2023,6,Umbria,2368,31164540,7.60
2023,6,Valle d'Aosta,148,7221270,2.05
2023,6,Veneto,10984,142606470,7.70
2023,7,Abruzzo,1868,39317300,4.75
2023,7,Basilicata,172,19654527,0.88
2023,7,Calabria,1740,93099200,1.87
2023,7,Campania,5036,171217030,2.94
2023,7,Emilia-Romagna,4112,128798955,3.19
2023,7,Friuli Venezia Giulia,1404,40988510,3.43
2023,7,Lazio,10892,176105730,6.18
2023,7,Liguria,2084,45331858,4.60
2023,7,Lombardia,9016,305685110,2.95
2023,7,Marche,1228,45742639,2.68
2023,7,Molise,112,11047625,1.01
2023,7,Piemonte,3204,127970542,2.50
2023,7,Puglia,2792,120435961,2.32
2023,7,Sardegna,2608,49334888,5.29
2023,7,Sicilia,4912,149926168,3.28
2023,7,Toscana,4960,107646849,4.61
2023,7,Umbria,1044,32203358,3.24
2023,7,Valle d'Aosta,104,7461979,1.39
2023,7,Veneto,7836,147360019,5.32
2023,8,Abruzzo,5128,39317300,13.04
2023,8,Basilicata,312,19654527,1.59
2023,8,Calabria,6012,93099200,6.46
2023,8,Campania,15632,171217030,9.13
2023,8,Emilia-Romagna,12348,128798955,9.59
2023,8,Friuli Venezia Giulia,3452,40988510,8.42
2023,8,Lazio,24320,176105730,13.81
2023,8,Liguria,6536,45331858,14.42
2023,8,Lombardia,26300,305685110,8.60
2023,8,Marche,4524,45742639,9.89
2023,8,Molise,580,11047625,5.25
2023,8,Piemonte,8960,127970542,7.00
2023,8,Puglia,11136,120435961,9.25
2023,8,Sardegna,7816,49334888,15.84
2023,8,Sicilia,3240,149926168,2.16
2023,8,Toscana,11916,107646849,11.07
2023,8,Umbria,2568,32203358,7.97
2023,8,Valle d'Aosta,268,7461979,3.59
2023,8,Veneto,24476,147360019,16.61
2023,9,Abruzzo,12268,38049000,32.24
2023,9,Basilicata,1156,19020510,6.08
2023,9,Calabria,13244,90096000,14.70
2023,9,Campania,73336,165693900,44.26
2023,9,Emilia-Romagna,36872,124644150,29.58
2023,9,Friuli Venezia Giulia,10888,39666300,27.45
2023,9,Lazio,71520,170424900,41.97
2023,9,Liguria,12580,43869540,28.68
2023,9,Lombardia,117932,295824300,39.87
2023,9,Marche,10188,44267070,23.01
2023,9,Molise,1400,10691250,13.09
2023,9,Piemonte,42780,123842460,34.54
2023,9,Puglia,25668,116550930,22.02
2023,9,Sardegna,13128,47743440,27.50
2023,9,Sicilia,3260,145089840,2.25
2023,9,Toscana,33324,104174370,31.99
2023,9,Umbria,9796,31164540,31.43
2023,9,Valle d'Aosta,1080,7221270,14.96
2023,9,Veneto,78688,142606470,55.18
2023,10,Abruzzo,13892,39317300,35.33
2023,10,Basilicata,888,19654527,4.52
2023,10,Calabria,7608,93099200,8.17
2023,10,Campania,52672,171217030,30.76
2023,10,Emilia-Romagna,43128,128798955,33.48
2023,10,Friuli Venezia Giulia,12044,40988510,29.38
2023,10,Lazio,69032,176105730,39.20
2023,10,Liguria,15600,45331858,34.41
2023,10,Lombardia,145356,305685110,47.55
2023,10,Marche,11224,45742639,24.54
2023,10,Molise,1584,11047625,14.34
2023,10,Piemonte,58588,127970542,45.78
2023,10,Puglia,27176,120435961,22.56
2023,10,Sardegna,7184,49334888,14.56
2023,10,Sicilia,2324,149926168,1.55
2023,10,Toscana,36600,107646849,34.00
2023,10,Umbria,11824,32203358,36.72
2023,10,Valle d'Aosta,2060,7461979,27.61
2023,10,Veneto,91816,147360019,62.31
2023,11,Abruzzo,21956,38049000,57.70
2023,11,Basilicata,1020,19020510,5.36
2023,11,Calabria,5916,90096000,6.57
2023,11,Campania,32688,165693900,19.73
2023,11,Emilia-Romagna,52108,124644150,41.81
2023,11,Friuli Venezia Giulia,14624,39666300,36.87
2023,11,Lazio,64456,170424900,37.82
2023,11,Liguria,16384,43869540,37.35
2023,11,Lombardia,179424,295824300,60.65
2023,11,Marche,14700,44267070,33.21
2023,11,Molise,1496,10691250,13.99
2023,11,Piemonte,72572,123842460,58.60
2023,11,Puglia,28124,116550930,24.13
2023,11,Sardegna,2072,47743440,4.34
2023,11,Sicilia,1124,145089840,0.77
2023,11,Toscana,32044,104174370,30.76
2023,11,Umbria,8496,31164540,27.26
2023,11,Valle d'Aosta,1180,7221270,16.34
2023,11,Veneto,134268,142606470,94.15
2023,12,Abruzzo,43600,39317300,110.89
2023,12,Basilicata,2088,19654527,10.62
2023,12,Calabria,17888,93099200,19.21
2023,12,Campania,96064,171217030,56.11
2023,12,Emilia-Romagna,55368,128798955,42.99
2023,12,Friuli Venezia Giulia,20324,40988510,49.58
2023,12,Lazio,148880,176105730,84.54
2023,12,Liguria,26800,45331858,59.12
2023,12,Lombardia,173308,305685110,56.69
2023,12,Marche,24812,45742639,54.24
2023,12,Molise,4480,11047625,40.55
2023,12,Piemonte,66916,127970542,52.29
2023,12,Puglia,66136,120435961,54.91
2023,12,Sardegna,4316,49334888,8.75
2023,12,Sicilia,2836,149926168,1.89
2023,12,Toscana,51940,107646849,48.25
2023,12,Umbria,19216,32203358,59.67
2023,12,Valle d'Aosta,1160,7461979,15.55
2023,12,Veneto,121616,147360019,82.53
2024,1,Abruzzo,6832,40297768,16.95
2024,1,Basilicata,736,19531798,3.77
2024,1,Calabria,6392,96065249,6.65
2024,1,Campania,27496,170054499,16.17
2024,1,Emilia-Romagna,9548,130287048,7.33
2024,1,Friuli Venezia Giulia,3520,40706751,8.65
2024,1,Lazio,33352,174218047,19.14
2024,1,Liguria,4348,45596536,9.54
2024,1,Lombardia,30692,299100741,10.26
2024,1,Marche,3668,44485837,8.25
2024,1,Molise,844,10936366,7.72
2024,1,Piemonte,10172,126968839,8.01
2024,1,Puglia,21576,117506151,18.36
2024,1,Sardegna,1964,48444289,4.05
2024,1,Sicilia,2252,151198284,1.49
2024,1,Toscana,10592,107324728,9.87
2024,1,Umbria,2428,32538747,7.46
2024,1,Valle d'Aosta,248,7180220,3.45
2024,1,Veneto,25720,148960518,17.27
2024,2,Abruzzo,784,37697912,2.08
2024,2,Basilicata,44,18271682,0.24
2024,2,Calabria,748,89867491,0.83
2024,2,Campania,2508,159083241,1.58
2024,2,Emilia-Romagna,1896,121881432,1.56
2024,2,Friuli Venezia Giulia,756,38080509,1.99
2024,2,Lazio,4192,162978173,2.57
2024,2,Liguria,604,42654824,1.42
2024,2,Lombardia,6796,279803919,2.43
2024,2,Marche,448,41615783,1.08
2024,2,Molise,44,10230794,0.43
2024,2,Piemonte,1812,118777301,1.53
2024,2,Puglia,2352,109925109,2.14
2024,2,Sardegna,280,45318851,0.62
2024,2,Sicilia,416,141443556,0.29
2024,2,Toscana,2128,100400552,2.12
2024,2,Umbria,332,30439473,1.09
2024,2,Valle d'Aosta,56,6716980,0.83
2024,2,Veneto,6116,139350162,4.39
2024,3,Abruzzo,216,40297768,0.54
2024,3,Basilicata,12,19531798,0.06
2024,3,Calabria,160,96065249,0.17
2024,3,Campania,920,170054499,0.54
2024,3,Emilia-Romagna,840,130287048,0.64
2024,3,Friuli Venezia Giulia,188,40706751,0.46
2024,3,Lazio,1800,174218047,1.03
2024,3,Liguria,112,45596536,0.25
2024,3,Lombardia,3264,299100741,1.09
2024,3,Marche,252,44485837,0.57
2024,3,Molise,16,10936366,0.15
2024,3,Piemonte,752,126968839,0.59
2024,3,Puglia,848,117506151,0.72
2024,3,Sardegna,124,48444289,0.26
2024,3,Sicilia,320,151198284,0.21
2024,3,Toscana,896,107324728,0.83
2024,3,Umbria,160,32538747,0.49
2024,3,Valle d'Aosta,24,7180220,0.33
2024,3,Veneto,2120,148960518,1.42
2024,4,Abruzzo,44,38997840,0.11
2024,4,Basilicata,12,18901740,0.06
2024,4,Calabria,40,92966370,0.04
2024,4,Campania,640,164568870,0.39
2024,4,Emilia-Romagna,600,126084240,0.48
2024,4,Friuli Venezia Giulia,144,39393630,0.37
2024,4,Lazio,1192,168598110,0.71
2024,4,Liguria,224,44125680,0.51
2024,4,Lombardia,2740,289452330,0.95
2024,4,Marche,132,43050810,0.31
2024,4,Molise,8,10583580,0.08
2024,4,Piemonte,752,122873070,0.61
2024,4,Puglia,580,113715630,0.51
2024,4,Sardegna,88,46881570,0.19
2024,4,Sicilia,244,146320920,0.17
2024,4,Toscana,728,103862640,0.70
2024,4,Umbria,124,31489110,0.39
2024,4,Valle d'Aosta,20,6948600,0.29
2024,4,Veneto,1420,144155340,0.99
2024,5,Abruzzo,92,40297768,0.23
2024,5,Basilicata,16,19531798,0.08
2024,5,Calabria,132,96065249,0.14
2024,5,Campania,1108,170054499,0.65
2024,5,Emilia-Romagna,856,130287048,0.66
2024,5,Friuli Venezia Giulia,276,40706751,0.68
2024,5,Lazio,2828,174218047,1.62
2024,5,Liguria,340,45596536,0.75
2024,5,Lombardia,4500,299100741,1.50
2024,5,Marche,32,44485837,0.07
2024,5,Molise,4,10936366,0.04
2024,5,Piemonte,1144,126968839,0.90
2024,5,Puglia,904,117506151,0.77
2024,5,Sardegna,212,48444289,0.44
2024,5,Sicilia,244,151198284,0.16
2024,5,Toscana,1240,107324728,1.16
2024,5,Umbria,172,32538747,0.53
2024,5,Valle d'Aosta,20,7180220,0.28
2024,5,Veneto,1744,148960518,1.17
2024,6,Abruzzo,360,38997840,0.92
2024,6,Basilicata,60,18901740,0.32
2024,6,Calabria,440,92966370,0.47
2024,6,Campania,4144,164568870,2.52
2024,6,Emilia-Romagna,1912,126084240,1.52
2024,6,Friuli Venezia Giulia,616,39393630,1.56
2024,6,Lazio,7924,168598110,4.70
2024,6,Liguria,1284,44125680,2.91
2024,6,Lombardia,7844,289452330,2.71
2024,6,Marche,84,43050810,0.20
2024,6,Molise,32,10583580,0.30
2024,6,Piemonte,2628,122873070,2.14
2024,6,Puglia,1860,113715630,1.64
2024,6,Sardegna,612,46881570,1.31
2024,6,Sicilia,764,146320920,0.52
2024,6,Toscana,2116,103862640,2.04
2024,6,Umbria,352,31489110,1.12
2024,6,Valle d'Aosta,60,6948600,0.86
2024,6,Veneto,3720,144155340,2.58
2024,7,Abruzzo,3292,40297768,8.17
2024,7,Basilicata,240,19531798,1.23
2024,7,Calabria,3600,96065249,3.75
2024,7,Campania,32800,170054499,19.29
2024,7,Emilia-Romagna,10684,130287048,8.20
2024,7,Friuli Venezia Giulia,2528,40706751,6.21
2024,7,Lazio,30708,174218047,17.63
2024,7,Liguria,6052,45596536,13.27
2024,7,Lombardia,34600,299100741,11.57
2024,7,Marche,232,44485837,0.52
2024,7,Molise,196,10936366,1.79
2024,7,Piemonte,11016,126968839,8.68
2024,7,Puglia,14236,117506151,12.12
2024,7,Sardegna,4368,48444289,9.02
2024,7,Sicilia,1944,151198284,1.29
2024,7,Toscana,11788,107324728,10.98
2024,7,Umbria,2660,32538747,8.17
2024,7,Valle d'Aosta,212,7180220,2.95
2024,7,Veneto,17260,148960518,11.59
2024,8,Abruzzo,8524,40297768,21.15
2024,8,Basilicata,1024,19531798,5.24
2024,8,Calabria,7520,96065249,7.83
2024,8,Campania,42268,170054499,24.86
2024,8,Emilia-Romagna,18848,130287048,14.47
2024,8,Friuli Venezia Giulia,4900,40706751,12.04
2024,8,Lazio,33916,174218047,19.47
2024,8,Liguria,6788,45596536,14.89
2024,8,Lombardia,42044,299100741,14.06
2024,8,Marche,448,44485837,1.01
2024,8,Molise,1012,10936366,9.25
2024,8,Piemonte,12672,126968839,9.98
2024,8,Puglia,29532,117506151,25.13
2024,8,Sardegna,8800,48444289,18.17
2024,8,Sicilia,3544,151198284,2.34
2024,8,Toscana,17772,107324728,16.56
2024,8,Umbria,4752,32538747,14.60
2024,8,Valle d'Aosta,356,7180220,4.96
2024,8,Veneto,29944,148960518,20.10
2024,9,Abruzzo,4324,38997840,11.09
2024,9,Basilicata,568,18901740,3.01
2024,9,Calabria,2132,92966370,2.29
2024,9,Campania,16924,164568870,10.28
2024,9,Emilia-Romagna,12060,126084240,9.57
2024,9,Friuli Venezia Giulia,4648,39393630,11.80
2024,9,Lazio,21028,168598110,12.47
2024,9,Liguria,3460,44125680,7.84
2024,9,Lombardia,41848,289452330,14.46
2024,9,Marche,364,43050810,0.85
2024,9,Molise,684,10583580,6.46
2024,9,Piemonte,12596,122873070,10.25
2024,9,Puglia,9964,113715630,8.76
2024,9,Sardegna,2228,46881570,4.75
2024,9,Sicilia,1048,146320920,0.72
2024,9,Toscana,10292,103862640,9.91
2024,9,Umbria,3724,31489110,11.83
2024,9,Valle d'Aosta,212,6948600,3.05
2024,9,Veneto,28020,144155340,19.44
2024,10,Abruzzo,2944,40297768,7.31
2024,10,Basilicata,244,19531798,1.25
2024,10,Calabria,1396,96065249,1.45
2024,10,Campania,8276,170054499,4.87
2024,10,Emilia-Romagna,12308,130287048,9.45
2024,10,Friuli Venezia Giulia,4968,40706751,12.20
2024,10,Lazio,16956,174218047,9.73
2024,10,Liguria,4068,45596536,8.92
2024,10,Lombardia,54580,299100741,18.25
2024,10,Marche,296,44485837,0.67
2024,10,Molise,332,10936366,3.04
2024,10,Piemonte,19976,126968839,15.73
2024,10,Puglia,5760,117506151,4.90
2024,10,Sardegna,1184,48444289,2.44
2024,10,Sicilia,344,151198284,0.23
2024,10,Toscana,11284,107324728,10.51
2024,10,Umbria,1744,32538747,5.36
2024,10,Valle d'Aosta,316,7180220,4.40
2024,10,Veneto,27820,148960518,18.68
2024,11,Abruzzo,596,38997840,1.53
2024,11,Basilicata,36,18901740,0.19
2024,11,Calabria,492,92966370,0.53
2024,11,Campania,1916,164568870,1.16
2024,11,Emilia-Romagna,3792,126084240,3.01
2024,11,Friuli Venezia Giulia,1456,39393630,3.70
2024,11,Lazio,5504,168598110,3.26
2024,11,Liguria,1580,44125680,3.58
2024,11,Lombardia,11360,289452330,3.92
2024,11,Marche,412,43050810,0.96
2024,11,Molise,88,10583580,0.83
2024,11,Piemonte,3824,122873070,3.11
2024,11,Puglia,1836,113715630,1.61
2024,11,Sardegna,936,46881570,2.00
2024,11,Sicilia,156,146320920,0.11
2024,11,Toscana,3996,103862640,3.85
2024,11,Umbria,48,31489110,0.15
2024,11,Valle d'Aosta,28,6948600,0.40
2024,11,Veneto,8228,144155340,5.71
2024,12,Abruzzo,472,40297768,1.17
2024,12,Basilicata,32,19531798,0.16
2024,12,Calabria,300,96065249,0.31
2024,12,Campania,1344,170054499,0.79
2024,12,Emilia-Romagna,3520,130287048,2.70
2024,12,Friuli Venezia Giulia,1156,40706751,2.84
2024,12,Lazio,4852,174218047,2.79
2024,12,Liguria,516,45596536,1.13
2024,12,Lombardia,8024,299100741,2.68
2024,12,Marche,220,44485837,0.49
2024,12,Molise,36,10936366,0.33
2024,12,Piemonte,2412,126968839,1.90
2024,12,Puglia,1344,117506151,1.14
2024,12,Sardegna,1248,48444289,2.58
2024,12,Sicilia,212,151198284,0.14
2024,12,Toscana,3244,107324728,3.02
2024,12,Umbria,24,32538747,0.07
2024,12,Valle d'Aosta,32,7180220,0.45
2024,12,Veneto,4140,148960518,2.78
